candidate_name,year,election_type,office,party,double_checked,source
"FAEGRE, LELAND THOMAS",2000,PRIMARY,STATE SENATE 29,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"MARGETT, ROBERT",2000,PRIMARY,STATE SENATE 29,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"RAYBURN, MIKE",2000,PRIMARY,STATE SENATE 31,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"BRULTE, JAMES L.",2000,PRIMARY,STATE SENATE 31,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"WARD, FRITZ R.",2000,PRIMARY,STATE SENATE 31,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"CHACON, MICHAEL",2000,PRIMARY,STATE SENATE 33,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"VERKAMP, WM. (BILL)",2000,PRIMARY,STATE SENATE 33,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"ACKERMAN, RICHARD",2000,PRIMARY,STATE SENATE 33,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"ROBERTS, JACK",2000,PRIMARY,STATE SENATE 33,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"KATZ, CINDY",2000,PRIMARY,STATE SENATE 35,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"STUDIER, PAUL L.",2000,PRIMARY,STATE SENATE 35,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"JOHNSON, ROSS",2000,PRIMARY,STATE SENATE 35,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"RAY, STEVE",2000,PRIMARY,STATE SENATE 35,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"BATTIN JR., JAMES F.",2000,PRIMARY,STATE SENATE 37,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"WATTON, MARK",2000,PRIMARY,STATE SENATE 37,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"TELLO, DONNA",2000,PRIMARY,STATE SENATE 37,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"ALPERT, DEDE",2000,PRIMARY,STATE SENATE 39,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2000-primary/sov-complete.pdf
"THRON, DOUG RILEY",2002,GENERAL,ASSEMBLY 01,GREEN PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"BRET, PETE ANTHONY",2002,GENERAL,ASSEMBLY 02,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"POSTON, DOUGLAS",2002,GENERAL,ASSEMBLY 09,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"MANSKE, FRANK J.",2002,GENERAL,ASSEMBLY 11,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"MADEN, CHRISTOPHER R.",2002,GENERAL,ASSEMBLY 13,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"HOVINGH, JACK",2002,GENERAL,ASSEMBLY 18,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"BELL, JR., RAYMOND M.",2002,GENERAL,ASSEMBLY 21,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"WATSON, KENNITA L.",2002,GENERAL,ASSEMBLY 22,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"SMITH, E. DENISE",2002,GENERAL,ASSEMBLY 25,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"CARTER, CHARLES ""CHUCK""",2002,GENERAL,ASSEMBLY 27,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"MARTINEZ JR., RICHARD",2002,GENERAL,ASSEMBLY 29,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"HOULGATE, LAURENCE",2002,GENERAL,ASSEMBLY 33,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"LEMBKE, KARL",2002,GENERAL,ASSEMBLY 38,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"AYAO, ELY DE LA CRUZ",2002,GENERAL,ASSEMBLY 39,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"FRIEDMAN, CONSTANCE J.",2002,GENERAL,ASSEMBLY 40,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"WOREN, SANDOR J.",2002,GENERAL,ASSEMBLY 43,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"NEW, BOB",2002,GENERAL,ASSEMBLY 44,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"CLEMENS, KEITH",2002,GENERAL,ASSEMBLY 47,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"HERDEGEN, NOLAYAN O.",2002,GENERAL,ASSEMBLY 48,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"WILSON, GUY",2002,GENERAL,ASSEMBLY 55,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"MARTINEZ, ADRIAN LINCOLN",2002,GENERAL,ASSEMBLY 60,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"SCOTT, G. EDWARD",2002,GENERAL,ASSEMBLY 62,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"WALLACE, DORIS LOUISE",2002,GENERAL,ASSEMBLY 63,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"SCRIBNER, DOUGLAS JAMES",2002,GENERAL,ASSEMBLY 68,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"KANE, JOHN P.",2002,GENERAL,ASSEMBLY 70,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"CROSS, BRIAN LEE",2002,GENERAL,ASSEMBLY 72,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"VONDRUSKA, ROBERT ANTHONY",2002,GENERAL,ASSEMBLY 73,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"CALZADA, KATHLEEN",2002,GENERAL,ASSEMBLY 73,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"BAKER, SARAH",2002,GENERAL,ASSEMBLY 76,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"MENANNO, MARK",2002,GENERAL,ASSEMBLY 78,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"VANCE, ERNEST F.",2002,GENERAL,CONTROLLER,AMERICAN INDEPENDENT PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"AGUIRRE, CARLOS",2002,GENERAL,CONTROLLER,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"WELLS, LAURA",2002,GENERAL,CONTROLLER,GREEN PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"COPELAND, GARY DAVID",2002,GENERAL,GOVERNOR,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"GULKE, REINHOLD",2002,GENERAL,GOVERNOR,AMERICAN INDEPENDENT PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"ADAM, IRIS",2002,GENERAL,GOVERNOR,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"OGDEN, DALE F.",2002,GENERAL,INSURANCE COMMISSIONER,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"KLEIN, STEVEN",2002,GENERAL,INSURANCE COMMISSIONER,AMERICAN INDEPENDENT PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"CALDERON JR., RAUL",2002,GENERAL,INSURANCE COMMISSIONER,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"PRZYBYLAK, KALEE",2002,GENERAL,LIEUTENANT GOVERNOR,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"HANNOSH, PAUL J.",2002,GENERAL,LIEUTENANT GOVERNOR,REFORM PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"KING, JIM",2002,GENERAL,LIEUTENANT GOVERNOR,AMERICAN INDEPENDENT PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"BRIERLY, ELIZABETH C",2002,GENERAL,MEMBER BOARD OF EQUALIZATION 01,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"BENDICK, MARK S.",2002,GENERAL,MEMBER BOARD OF EQUALIZATION 01,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"GRAHAM, J.R.",2002,GENERAL,MEMBER BOARD OF EQUALIZATION 03,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"CHRISTIAN-HEISING, MARY",2002,GENERAL,MEMBER BOARD OF EQUALIZATION 03,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"WEISSMAN, KENNETH A.",2002,GENERAL,MEMBER BOARD OF EQUALIZATION 04,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"LIGHTFOOT, GAIL K.",2002,GENERAL,SECRETARY OF STATE,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"ALLISON, LOUISE M.",2002,GENERAL,SECRETARY OF STATE,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"SHARPE-GEISLER, VALLI",2002,GENERAL,SECRETARY OF STATE,REFORM PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"REDFEARN, PEGGY",2002,GENERAL,STATE SENATE 02,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"UNDERWOOD, ROBERT H.",2002,GENERAL,STATE SENATE 04,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"SWINNEY, CARL M. ""MARTY""",2002,GENERAL,STATE SENATE 24,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"DE BAETS, PETER D.",2002,GENERAL,STATE SENATE 28,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"SMITHSON, MARIAN V.",2002,GENERAL,TREASURER,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"VALENTINE, SYLVIA ESTHER",2002,GENERAL,TREASURER,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-general/sov-complete.pdf
"OGDEN, DALE F.",2000,PRIMARY,ASSEMBLY 54,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"WILSON, GUY",2000,PRIMARY,ASSEMBLY 55,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"GOLDSWORTHY, KIM",2001,SPECIAL ELECTION,ASSEMBLY 49,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"MIRANDA, ROBERT",2001,SPECIAL ELECTION,ASSEMBLY 49,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"PERKINS, CHARLES E.",2001,SPECIAL ELECTION,ASSEMBLY 65,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"BAGLEY, JIM",2001,SPECIAL ELECTION,ASSEMBLY 65,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"O'BRIEN, DAVID WIILLIAM",2001,SPECIAL ELECTION,ASSEMBLY 65,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"HOUSE, VINCENT F.",2001,SPECIAL ELECTION,STATE SENATE 24,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"THRON, DOUG RILEY",2002,PRIMARY,ASSEMBLY 01,GREEN PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"BRET, PETE ANTHONY",2002,PRIMARY,ASSEMBLY 02,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"POSTON, DOUGLAS",2002,PRIMARY,ASSEMBLY 09,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"MANSKE, FRANK J.",2002,PRIMARY,ASSEMBLY 11,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"MADEN, CHRISTOPHER R.",2002,PRIMARY,ASSEMBLY 13,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"SANCHEZ, MOSES ARIEL",2002,PRIMARY,ASSEMBLY 17,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"HOVINGH, JACK",2002,PRIMARY,ASSEMBLY 18,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"BELL, JR., RAYMOND M.",2002,PRIMARY,ASSEMBLY 21,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"WATSON, KENNITA L.",2002,PRIMARY,ASSEMBLY 22,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"FIRCH, WESLEY W.",2002,PRIMARY,ASSEMBLY 25,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"SMITH, E. DENISE",2002,PRIMARY,ASSEMBLY 25,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"CARTER, CHARLES ""CHUCK""",2002,PRIMARY,ASSEMBLY 27,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"MARTINEZ JR., RICHARD",2002,PRIMARY,ASSEMBLY 29,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"HOULGATE, LAURENCE",2002,PRIMARY,ASSEMBLY 33,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"LEMBKE, KARL",2002,PRIMARY,ASSEMBLY 38,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"AYAO, ELY DE LA CRUZ",2002,PRIMARY,ASSEMBLY 39,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"FRIEDMAN, CONSTANCE J.",2002,PRIMARY,ASSEMBLY 40,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"WOREN, SANDOR J.",2002,PRIMARY,ASSEMBLY 43,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"NEW, BOB",2002,PRIMARY,ASSEMBLY 44,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"CLEMENS, KEITH",2002,PRIMARY,ASSEMBLY 47,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"HERDEGEN, NOLAYAN O.",2002,PRIMARY,ASSEMBLY 48,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"WILSON, GUY",2002,PRIMARY,ASSEMBLY 55,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"DAVIS, BOB",2002,PRIMARY,ASSEMBLY 56,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"PIMENTEL, PAUL C.",2002,PRIMARY,ASSEMBLY 57,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"MARTINEZ, ADRIAN LINCOLN",2002,PRIMARY,ASSEMBLY 60,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"SCOTT, G. EDWARD",2002,PRIMARY,ASSEMBLY 62,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"WALLACE, DORIS LOUISE",2002,PRIMARY,ASSEMBLY 63,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"SCRIBNER, DOUGLAS JAMES",2002,PRIMARY,ASSEMBLY 68,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"KANE, JOHN P.",2002,PRIMARY,ASSEMBLY 70,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"CROSS, BRIAN LEE",2002,PRIMARY,ASSEMBLY 72,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"VONDRUSKA, ROBERT ANTHONY",2002,PRIMARY,ASSEMBLY 73,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"CALZADA, KATHLEEN",2002,PRIMARY,ASSEMBLY 73,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"BAKER, SARAH",2002,PRIMARY,ASSEMBLY 76,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"MENANNO, MARK",2002,PRIMARY,ASSEMBLY 78,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"MC INTOSH, KATHLEEN",2002,PRIMARY,ASSEMBLY 78,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"NEVENIC, SVETLANA",2002,PRIMARY,ASSEMBLY 80,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"BLANCO, DAVID DELANO",2002,PRIMARY,CONTROLLER,GREEN PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"VANCE, ERNEST F.",2002,PRIMARY,CONTROLLER,AMERICAN INDEPENDENT PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"AGUIRRE, CARLOS",2002,PRIMARY,CONTROLLER,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"WELLS, LAURA",2002,PRIMARY,CONTROLLER,GREEN PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"BUKEWIHGE, EDIE",2002,PRIMARY,GOVERNOR,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"DIMOV, JIM M.",2002,PRIMARY,GOVERNOR,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"COPELAND, GARY DAVID",2002,PRIMARY,GOVERNOR,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"PINEDA JR., CHARLES",2002,PRIMARY,GOVERNOR,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"GULKE, REINHOLD",2002,PRIMARY,GOVERNOR,AMERICAN INDEPENDENT PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"ADAM, IRIS",2002,PRIMARY,GOVERNOR,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"OGDEN, DALE F.",2002,PRIMARY,INSURANCE COMMISSIONER,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"KLEIN, STEVEN",2002,PRIMARY,INSURANCE COMMISSIONER,AMERICAN INDEPENDENT PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"CALDERON JR., RAUL",2002,PRIMARY,INSURANCE COMMISSIONER,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"STITCH, STEFAN ""STU""",2002,PRIMARY,INSURANCE COMMISSIONER,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"PRZYBYLAK, KALEE",2002,PRIMARY,LIEUTENANT GOVERNOR,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"HANNOSH, PAUL J.",2002,PRIMARY,LIEUTENANT GOVERNOR,REFORM PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"KING, JIM",2002,PRIMARY,LIEUTENANT GOVERNOR,AMERICAN INDEPENDENT PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"WOODS, MAX",2002,PRIMARY,MEMBER BOARD OF EQUALIZATION 01,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"BRIERLY, ELIZABETH C",2002,PRIMARY,MEMBER BOARD OF EQUALIZATION 01,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"BENDICK, MARK S.",2002,PRIMARY,MEMBER BOARD OF EQUALIZATION 01,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"ANGELO, NORMAN",2002,PRIMARY,MEMBER BOARD OF EQUALIZATION 02,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"GRAHAM, J.R.",2002,PRIMARY,MEMBER BOARD OF EQUALIZATION 03,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"CHRISTIAN-HEISING, MARY",2002,PRIMARY,MEMBER BOARD OF EQUALIZATION 03,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"BAKEER, EMAD J.",2002,PRIMARY,MEMBER BOARD OF EQUALIZATION 03,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"WEISSMAN, KENNETH A.",2002,PRIMARY,MEMBER BOARD OF EQUALIZATION 04,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"LIGHTFOOT, GAIL K.",2002,PRIMARY,SECRETARY OF STATE,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"SCHAEFER, MIKE",2002,PRIMARY,SECRETARY OF STATE,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"HENLEY, CARL Q.",2002,PRIMARY,SECRETARY OF STATE,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"ALLISON, LOUISE M.",2002,PRIMARY,SECRETARY OF STATE,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"SHARPE-GEISLER, VALLI",2002,PRIMARY,SECRETARY OF STATE,REFORM PARTY,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"MARR, BARBARA JEAN",2002,PRIMARY,SECRETARY OF STATE,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"REDFEARN, PEGGY",2002,PRIMARY,STATE SENATE 02,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"UNDERWOOD, ROBERT H.",2002,PRIMARY,STATE SENATE 04,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"DE BAETS, PETER D.",2002,PRIMARY,STATE SENATE 28,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"SMITHSON, MARIAN V.",2002,PRIMARY,TREASURER,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"VALENTINE, SYLVIA ESTHER",2002,PRIMARY,TREASURER,NATURAL LAW,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"CROSS, BRIAN LEE",2006,PRIMARY,ASSEMBLY 72,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2002-primary/sov-complete.pdf
"TYRONE, RAY",2004,GENERAL,ASSEMBLY 01,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
"SCHWENK, TODD W.",2004,GENERAL,ASSEMBLY 04,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
"MANFRE, MELISSA",2004,GENERAL,ASSEMBLY 05,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
"MORGAN, GALE R.",2004,GENERAL,ASSEMBLY 09,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
"GARCIA, GASPAR R.",2004,GENERAL,ASSEMBLY 09,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
"COLLIER III, ZANDER Y.",2004,GENERAL,ASSEMBLY 24,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
"DAVIS, BRIAN JOSEPH",2004,GENERAL,ASSEMBLY 38,DEMOCRATIC,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
"AYAO, ELY DE LA CRUZ",2004,GENERAL,ASSEMBLY 39,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
"DE BAETS, PETER D.",2004,GENERAL,ASSEMBLY 47,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
"ALEXANDER, SEBASTIAN",2004,GENERAL,ASSEMBLY 48,REPUBLICAN,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
"BROWN, LAURA G.",2004,GENERAL,ASSEMBLY 49,LIBERTARIAN,,http://elections.cdn.sos.ca.gov/sov/2004-general/sov_2004_entire.pdf
